Area_Type,Area_Name,Year,Quarter,Ownership,NAICS_Level,NAICS_Code,Industry_Name,Establishments,Average_Monthly_Employment,1st_Month_Emp,2nd_Month_Emp,3rd_Month_Emp,Total_Wages,Average_Weekly_Wages
California - Statewide,California,2012,3rd Qtr,Private,6,115310,Support Activities for Forestry,138,"1,672","1,610","1,704","1,704","18,778,428.00",864
California - Statewide,California,2012,3rd Qtr,Private,6,111998,All Other Miscellaneous Crop Farming,685,"7,772","7,782","7,708","7,826","59,559,905.00",589
California - Statewide,California,2012,3rd Qtr,Private,5,11211,"Beef Cattle Ranching, Farming, Feedlots",702,"5,096","5,095","5,112","5,083","40,234,964.00",607
California - Statewide,California,2012,3rd Qtr,Private,6,112112,Cattle Feedlots,47,850,850,853,848,"8,418,244.00",762
California - Statewide,California,2012,3rd Qtr,Private,5,11212,Dairy Cattle and Milk Production,"1,301","18,352","18,439","18,347","18,271","144,187,006.00",604
California - Statewide,California,2012,3rd Qtr,Private,6,112210,Hog and Pig Farming,13,66,66,66,66,"488,879.00",570
California - Statewide,California,2012,3rd Qtr,Private,6,112310,Chicken Egg Production,63,"1,399","1,421","1,376","1,400","10,202,954.00",561
California - Statewide,California,2012,3rd Qtr,Private,5,11232,Broiler and Meat Type Chicken Production,19,82,84,81,81,"447,295.00",420
California - Statewide,California,2012,3rd Qtr,Private,6,112340,Poultry Hatcheries,25,218,222,222,210,"1,615,986.00",570
California - Statewide,California,2012,3rd Qtr,Private,4,1124,Sheep and Goat Farming,81,405,406,405,404,"2,778,874.00",528
California - Statewide,California,2012,3rd Qtr,Private,5,11241,Sheep Farming,53,238,246,238,232,"1,293,372.00",417
California - Statewide,California,2012,3rd Qtr,Private,6,112410,Sheep Farming,53,238,246,238,232,"1,293,372.00",417
California - Statewide,California,2012,3rd Qtr,Private,5,11251,Animal Aquaculture,56,381,393,384,368,"2,941,687.00",593
California - Statewide,California,2012,3rd Qtr,Private,5,11291,Apiculture,109,"1,087","1,178","1,062","1,021","7,934,979.00",562
California - Statewide,California,2012,3rd Qtr,Private,5,11292,Horse and Other Equine Production,133,468,467,466,472,"3,721,410.00",611
California - Statewide,California,2012,3rd Qtr,Private,6,112920,Horse and Other Equine Production,133,468,467,466,472,"3,721,410.00",611
California - Statewide,California,2012,3rd Qtr,Private,6,112990,All Other Animal Production,106,796,808,794,788,"6,640,163.00",641
California - Statewide,California,2012,3rd Qtr,Private,5,11321,Forest Nursery/Gathering Forest Products,53,971,907,974,"1,032","6,635,263.00",526
California - Statewide,California,2012,3rd Qtr,Private,5,11331,Logging,230,"2,454","2,462","2,479","2,421","30,681,848.00",962
California - Statewide,California,2012,3rd Qtr,Private,4,1141,Fishing,184,426,438,423,419,"8,332,938.00","1,502.00"
California - Statewide,California,2012,3rd Qtr,Private,6,114210,Hunting and Trapping,16,58,47,63,65,"584,108.00",770
California - Statewide,California,2012,3rd Qtr,Private,5,11511,Support Activities for Crop Production,"2,958","226,750","227,674","226,580","225,996","1,342,906,522.00",456
California - Statewide,California,2012,3rd Qtr,Private,6,115111,Cotton Ginning,27,218,201,221,233,"2,286,132.00",805
California - Statewide,California,2012,3rd Qtr,Private,6,115113,"Crop Harvesting, Primarily by Machine",293,"6,812","6,474","6,705","7,259","51,640,843.00",583
California - Statewide,California,2012,3rd Qtr,Private,4,1133,Logging,230,"2,454","2,462","2,479","2,421","30,681,848.00",962
California - Statewide,California,2012,3rd Qtr,Private,3,114,"Fishing, Hunting and Trapping",200,485,485,486,484,"8,917,046.00","1,414.00"
California - Statewide,California,2012,3rd Qtr,Private,6,111140,Wheat Farming,53,359,348,372,357,"2,902,928.00",622
California - Statewide,California,2012,3rd Qtr,Private,5,11116,Rice Farming,497,"1,606","1,551","1,593","1,676","13,156,134.00",630
California - Statewide,California,2012,3rd Qtr,Private,5,11119,Other Grain Farming,64,611,588,625,621,"4,811,239.00",605
California - Statewide,California,2012,3rd Qtr,Private,6,111199,All Other Grain Farming,40,263,274,257,258,"2,185,157.00",639
California - Statewide,California,2012,3rd Qtr,Private,4,1113,Fruit and Tree Nut Farming,"5,717","112,153","109,812","110,511","116,138","742,910,070.00",510
California - Statewide,California,2012,3rd Qtr,Private,6,111419,Other Food Crops Grown Under Cover,96,"2,109","2,164","2,126","2,037","16,448,976.00",600
California - Statewide,California,2012,3rd Qtr,Private,4,1119,Other Crop Farming,"1,347","14,081","14,112","14,004","14,129","114,660,130.00",626
California - Statewide,California,2012,3rd Qtr,Private,3,112,Animal Production,"2,665","29,442","29,650","29,419","29,257","229,367,075.00",599
California - Statewide,California,2012,3rd Qtr,Private,4,1122,Hog and Pig Farming,13,66,66,66,66,"488,879.00",570
California - Statewide,California,2012,3rd Qtr,Private,6,112420,Goat Farming,28,166,160,167,172,"1,485,502.00",687
California - Statewide,California,2012,3rd Qtr,Private,4,1125,Animal Aquaculture,56,381,393,384,368,"2,941,687.00",593
California - Statewide,California,2012,3rd Qtr,Private,5,11299,All Other Animal Production,106,796,808,794,788,"6,640,163.00",641
California - Statewide,California,2012,3rd Qtr,Private,3,113,Forestry and Logging,298,"3,445","3,390","3,474","3,472","37,431,270.00",836
California - Statewide,California,2012,3rd Qtr,Private,4,1132,Forest Nursery/Gathering Forest Products,53,971,907,974,"1,032","6,635,263.00",526
California - Statewide,California,2012,3rd Qtr,Private,4,1151,Support Activities for Crop Production,"2,958","226,750","227,674","226,580","225,996","1,342,906,522.00",456
California - Statewide,California,2012,3rd Qtr,Private,6,115116,Farm Management Services,389,"15,399","15,587","14,527","16,083","111,311,540.00",556
California - Statewide,California,2012,3rd Qtr,Private,4,1152,Support Activities for Animal Production,609,"2,775","2,800","2,785","2,742","20,240,113.00",561
California - Statewide,California,2012,3rd Qtr,Private,3,111,Crop Production,"9,652","195,252","193,030","192,773","199,954","1,396,323,489.00",550
California - Statewide,California,2012,3rd Qtr,Private,5,11113,Dry Pea and Bean Farming,20,141,143,146,136,"1,221,597.00",663
California - Statewide,California,2012,3rd Qtr,Private,4,1112,Vegetable and Melon Farming,897,"38,847","38,881","38,453","39,207","312,598,285.00",619
California - Statewide,California,2012,3rd Qtr,Private,6,111219,Other Vegetable and Melon Farming,848,"37,357","37,196","37,186","37,689","303,072,693.00",624
California - Statewide,California,2012,3rd Qtr,Private,6,111310,Orange Groves,224,"2,872","2,925","2,825","2,866","17,422,686.00",467
California - Statewide,California,2012,3rd Qtr,Private,5,11132,Citrus (except Orange) Groves,218,"3,146","3,293","3,064","3,083","23,275,041.00",569
California - Statewide,California,2012,3rd Qtr,Private,5,11133,Noncitrus Fruit and Tree Nut Farming,"5,275","106,135","103,594","104,622","110,189","702,212,343.00",509
California - Statewide,California,2012,3rd Qtr,Private,6,111331,Apple Orchards,93,747,516,740,986,"3,673,126.00",378
California - Statewide,California,2012,3rd Qtr,Private,6,111334,Berry (except Strawberry) Farming,115,"10,496","10,790","10,558","10,140","71,009,835.00",520
California - Statewide,California,2012,3rd Qtr,Private,5,11141,Food Crops Grown Under Cover,126,"4,666","4,720","4,671","4,609","38,260,664.00",631
California - Statewide,California,2012,3rd Qtr,Private,6,111422,Floriculture Production,380,"8,040","8,157","7,980","7,984","58,446,147.00",559
California - Statewide,California,2012,3rd Qtr,Private,5,11194,Hay Farming,352,"3,088","3,087","3,057","3,121","26,344,328.00",656
California - Statewide,California,2012,3rd Qtr,Private,6,111991,Sugar Beet Farming,11,153,155,149,157,"1,378,992.00",690
California - Statewide,California,2012,3rd Qtr,Private,5,11411,Fishing,184,426,438,423,419,"8,332,938.00","1,502.00"
California - Statewide,California,2012,3rd Qtr,Private,6,114111,Finfish Fishing,129,308,312,309,303,"6,601,854.00","1,649.00"
California - Statewide,California,2012,3rd Qtr,Private,6,115112,"Soil Preparation, Planting, Cultivating",620,"8,952","9,222","8,607","9,027","83,988,674.00",722
California - Statewide,California,2012,3rd Qtr,Private,5,11531,Support Activities for Forestry,138,"1,672","1,610","1,704","1,704","18,778,428.00",864
California - Statewide,California,2012,3rd Qtr,Private,6,112111,Beef Cattle Ranching and Farming,655,"4,246","4,245","4,259","4,235","31,816,720.00",576
California - Statewide,California,2012,3rd Qtr,Private,4,1123,Poultry and Egg Production,160,"2,769","2,780","2,764","2,765","20,306,134.00",564
California - Statewide,California,2012,3rd Qtr,Private,5,11231,Chicken Egg Production,63,"1,399","1,421","1,376","1,400","10,202,954.00",561
California - Statewide,California,2012,3rd Qtr,Private,5,11234,Poultry Hatcheries,25,218,222,222,210,"1,615,986.00",570
California - Statewide,California,2012,3rd Qtr,Private,6,112390,Other Poultry Production,21,283,283,284,284,"1,872,000.00",508
California - Statewide,California,2012,3rd Qtr,Private,5,11242,Goat Farming,28,166,160,167,172,"1,485,502.00",687
California - Statewide,California,2012,3rd Qtr,Private,6,112511,Finfish Farming and Fish Hatcheries,37,208,207,209,208,"1,750,115.00",647
California - Statewide,California,2012,3rd Qtr,Private,6,112512,Shellfish Farming,14,104,109,105,100,"746,142.00",548
California - Statewide,California,2012,3rd Qtr,Private,4,1129,Other Animal Production,352,"2,370","2,471","2,341","2,300","18,429,531.00",598
California - Statewide,California,2012,3rd Qtr,Private,5,11293,Fur-Bearing Animal and Rabbit Production,4,18,18,19,19,"132,979.00",548
California - Statewide,California,2012,3rd Qtr,Private,6,112930,Fur-Bearing Animal and Rabbit Production,4,18,18,19,19,"132,979.00",548
California - Statewide,California,2012,3rd Qtr,Private,4,1131,Timber Tract Operations,15,20,21,21,19,"114,159.00",432
California - Statewide,California,2012,3rd Qtr,Private,5,11311,Timber Tract Operations,15,20,21,21,19,"114,159.00",432
California - Statewide,California,2012,3rd Qtr,Private,6,113110,Timber Tract Operations,15,20,21,21,19,"114,159.00",432
California - Statewide,California,2012,3rd Qtr,Private,6,113310,Logging,230,"2,454","2,462","2,479","2,421","30,681,848.00",962
California - Statewide,California,2012,3rd Qtr,Local Government,3,115,Agriculture & Forestry Support Activity,7,101,99,103,102,"1,077,705.00",818
California - Statewide,California,2012,3rd Qtr,Local Government,2,11,"Agriculture, Forestry, Fishing & Hunting",9,107,105,109,108,"1,122,402.00",804
California - Statewide,California,2012,4th Qtr,Private,4,1111,Oilseed and Grain Farming,711,"3,226","3,788","3,256","2,635","34,453,271.00",821
California - Statewide,California,2012,4th Qtr,Private,6,111130,Dry Pea and Bean Farming,20,120,154,132,76,"1,250,778.00",797
California - Statewide,California,2012,4th Qtr,Private,5,11114,Wheat Farming,52,327,349,328,306,"3,365,771.00",790
California - Statewide,California,2012,4th Qtr,Private,6,111150,Corn Farming,68,457,473,482,417,"4,928,668.00",829
California - Statewide,California,2012,4th Qtr,Private,6,111160,Rice Farming,499,"1,809","2,253","1,800","1,375","19,846,298.00",844
California - Statewide,California,2012,4th Qtr,Private,6,111191,Oilseed and Grain Combination Farming,24,244,280,252,201,"2,540,829.00",800
California - Statewide,California,2012,4th Qtr,Private,5,11131,Orange Groves,225,"2,713","2,893","2,968","2,279","19,275,033.00",546
California - Statewide,California,2012,4th Qtr,Private,6,111332,Grape Vineyards,"1,828","25,395","29,117","23,204","23,866","191,307,261.00",579
California - Statewide,California,2012,4th Qtr,Private,6,111335,Tree Nut Farming,"1,585","15,538","17,446","15,237","13,931","133,099,780.00",659
California - Statewide,California,2012,4th Qtr,Private,6,111336,Fruit and Tree Nut Combination Farming,291,"3,863","4,390","3,617","3,583","28,411,206.00",566
California - Statewide,California,2012,4th Qtr,Private,6,111339,Other Noncitrus Fruit Farming,"1,054","12,493","13,850","12,880","10,749","76,906,756.00",474
California - Statewide,California,2012,4th Qtr,Private,6,111411,Mushroom Production,32,"2,498","2,538","2,500","2,456","22,531,968.00",694
California - Statewide,California,2012,4th Qtr,Private,6,111421,Nursery and Tree Production,481,"14,510","16,062","13,787","13,682","115,063,677.00",610
California - Statewide,California,2012,4th Qtr,Private,5,11192,Cotton Farming,296,"3,065","3,324","3,182","2,690","35,410,849.00",889
California - Statewide,California,2012,4th Qtr,Private,6,111920,Cotton Farming,296,"3,065","3,324","3,182","2,690","35,410,849.00",889
California - Statewide,California,2012,4th Qtr,Private,6,111998,All Other Miscellaneous Crop Farming,696,"6,934","7,746","7,001","6,055","67,115,209.00",745
California - Statewide,California,2012,4th Qtr,Private,5,11211,"Beef Cattle Ranching, Farming, Feedlots",702,"5,065","5,068","5,058","5,069","43,046,699.00",654
California - Statewide,California,2012,4th Qtr,Private,6,112112,Cattle Feedlots,45,842,839,838,850,"8,427,479.00",770
California - Statewide,California,2012,4th Qtr,Private,5,11212,Dairy Cattle and Milk Production,"1,290","17,798","17,952","17,755","17,688","146,359,476.00",633
California - Statewide,California,2012,4th Qtr,Private,6,112210,Hog and Pig Farming,13,68,68,69,67,"462,477.00",523
California - Statewide,California,2012,4th Qtr,Private,6,112310,Chicken Egg Production,64,"1,355","1,351","1,364","1,351","10,865,363.00",617
California - Statewide,California,2012,4th Qtr,Private,5,11232,Broiler and Meat Type Chicken Production,19,82,79,82,85,"525,976.00",493
California - Statewide,California,2012,4th Qtr,Private,6,112340,Poultry Hatcheries,24,207,211,204,207,"1,424,668.00",529
California - Statewide,California,2012,4th Qtr,Private,4,1124,Sheep and Goat Farming,80,452,437,457,462,"3,522,446.00",599
California - Statewide,California,2012,4th Qtr,Private,5,11241,Sheep Farming,52,276,266,280,284,"1,901,961.00",529
California - Statewide,California,2012,4th Qtr,Private,6,112410,Sheep Farming,52,276,266,280,284,"1,901,961.00",529
California - Statewide,California,2012,4th Qtr,Private,5,11251,Animal Aquaculture,55,367,372,370,361,"3,614,234.00",756
California - Statewide,California,2012,4th Qtr,Private,5,11291,Apiculture,111,833,"1,035",769,697,"8,068,801.00",745
California - Statewide,California,2012,4th Qtr,Private,5,11292,Horse and Other Equine Production,133,445,447,448,440,"3,937,689.00",681
California - Statewide,California,2012,4th Qtr,Private,6,112920,Horse and Other Equine Production,133,445,447,448,440,"3,937,689.00",681
California - Statewide,California,2012,4th Qtr,Private,6,112990,All Other Animal Production,105,784,784,779,791,"7,470,448.00",732
California - Statewide,California,2012,4th Qtr,Private,3,111,Crop Production,"9,697","172,830","197,754","170,898","149,839","1,333,748,910.00",594
California - Statewide,California,2012,4th Qtr,Private,5,11113,Dry Pea and Bean Farming,20,120,154,132,76,"1,250,778.00",797
California - Statewide,California,2012,4th Qtr,Private,4,1112,Vegetable and Melon Farming,903,"33,467","39,281","32,927","28,193","292,974,529.00",673
California - Statewide,California,2012,4th Qtr,Private,6,111219,Other Vegetable and Melon Farming,854,"32,366","37,739","31,947","27,413","284,306,766.00",676
California - Statewide,California,2012,4th Qtr,Private,6,111310,Orange Groves,225,"2,713","2,893","2,968","2,279","19,275,033.00",546
California - Statewide,California,2012,4th Qtr,Private,5,11132,Citrus (except Orange) Groves,214,"3,068","3,352","3,125","2,729","22,300,020.00",559
California - Statewide,California,2012,4th Qtr,Private,5,11133,Noncitrus Fruit and Tree Nut Farming,"5,289","90,320","105,234","89,094","76,632","618,858,310.00",527
